id,name,url_key,description,image,parent_id
806,"Geka Bayonet Couplings",geka-bayonet-couplings,,https://fusion.gspen.co.uk/media/catalog/category/720-20.jpg,81
811,"Series 51",series-51,,https://fusion.gspen.co.uk/media/catalog/category/series_51.jpg,739
812,"Series 76",series-76,,,739
813,"Series 50",series-50,,https://fusion.gspen.co.uk/media/catalog/category/series_50.jpg,739
814,"Series 47",series-47,,https://fusion.gspen.co.uk/media/catalog/category/series_47.jpg,739
815,"Series 44",series-44,,https://fusion.gspen.co.uk/media/catalog/category/W112M.jpg,739
816,"Series 69",series-69,,https://fusion.gspen.co.uk/media/catalog/category/series_69.jpg,739
817,"Series 48",series-48,,https://fusion.gspen.co.uk/media/catalog/category/series_48.jpg,739
818,"Series 77",series-77,,,739
819,"Series 63",series-63,,https://fusion.gspen.co.uk/media/catalog/category/series_63.jpg,739
820,"Series 66",series-66,,https://fusion.gspen.co.uk/media/catalog/category/series_66.jpg,739
821,"Series 60",series-60,,https://fusion.gspen.co.uk/media/catalog/category/Untitled_10_5.jpg,739
822,"Motor Pump Units",motor-pump-units,,https://fusion.gspen.co.uk/media/catalog/category/interpump_motor_pump_unit.jpg,739
823,"Repair Kits",repair-kits,,https://fusion.gspen.co.uk/media/catalog/category/other_unloader_repair_kits.jpg,745
824,"Repair Kits & Spares",repair-kits-and-spares,,https://fusion.gspen.co.uk/media/catalog/category/200-280-646.jpg,742
825,"Repair Kits",repair-kits,,https://fusion.gspen.co.uk/media/catalog/category/speck_unloader_repair_kits_1.jpg,741
826,Brass,brass,,https://fusion.gspen.co.uk/media/catalog/category/200-264-510_1.jpg,753
827,"Stainless Steel",stainless-steel,,https://fusion.gspen.co.uk/media/catalog/category/200-264-520.jpg,753
828,"Repair Kits",repair-kits,,https://fusion.gspen.co.uk/media/catalog/category/200-230-495.jpg,744
829,"Repair kits",repair-kits,,https://fusion.gspen.co.uk/media/catalog/category/interpump_spares_1.jpg,743
830,"Repair Kits",repair-kits,,https://fusion.gspen.co.uk/media/catalog/category/Interpump_Generic.3.JPG,91
831,Brass,brass,,https://fusion.gspen.co.uk/media/catalog/category/570-90.jpg,167
832,"Stainless Steel",stainless-steel,,https://fusion.gspen.co.uk/media/catalog/category/570-99_1.jpg,167
833,Plated,plated,,https://fusion.gspen.co.uk/media/catalog/category/581-79_1.jpg,167
834,"Coin Meters & ACCESSORIES",coin-meters-and-accessories,,https://fusion.gspen.co.uk/media/catalog/category/Coin_Meters.jpg,23
835,"ST60 Chemical Injectors",st60-chemical-injectors,,https://fusion.gspen.co.uk/media/catalog/category/200-060-600_4.jpg,57
837,"ST167 Foam Injector with Bypass",st167-foam-injector-with-bypass,,https://fusion.gspen.co.uk/media/catalog/category/ST167.jpg,57
838,"ST168 Foam Injector with Bypass & Compressed air module ",st168-foam-injector-with-bypass-and-compressed-air-module,,https://fusion.gspen.co.uk/media/catalog/category/ST168.jpg,57
845,"ST458 + STAINLESS STEEL LANCE with KEW SPIGOT INLET",st458-with-stainless-steel-extension-lance-for-alto-kranzle,,https://fusion.gspen.co.uk/media/catalog/category/653-835-020_1.jpg,2966
846,"ST458 + STAINLESS STEEL LANCE WITH KEW SPIGOT INLET & INSULATION",st458-with-stainless-steel-extension-lance-for-atlo-kranzle,,https://fusion.gspen.co.uk/media/catalog/category/653-835-814.jpg,2966
857,"Adjustable Nozzles with Lances",adjustable-nozzles-with-lances,,https://fusion.gspen.co.uk/media/catalog/category/adjustable_nozzles.jpg,7
863,"Longcast Lances & Nozzles",longcast-lances-nozzles,,https://fusion.gspen.co.uk/media/catalog/category/500-200-520.jpg,88
864,"Longcast Lances & Nozzles",longcast-lances-and-nozzles,,https://fusion.gspen.co.uk/media/catalog/category/500-200-530.jpg,2902
867,"ST75 Foam Head",st75-foam-head,,https://fusion.gspen.co.uk/media/catalog/category/200-075-X01_2.jpg,56
868,"ST160 Chemical or Foam Injectors",st160-chemical-or-foam-injector-range,,https://fusion.gspen.co.uk/media/catalog/category/IMG_0384.JPG,57
869,"ST160 Spares",st160-spares,,https://fusion.gspen.co.uk/media/catalog/category/200-163-350.jpg,868
870,"ST160 with metering valve & Stainless Steel plug & Coupling",st160-with-metering-valve-stainless-steel-plug-coupling,,https://fusion.gspen.co.uk/media/catalog/category/ST160_WITH_METERING_VALVE_ANDD_SS_COUP_AND_PRO.jpg,868
871,"ST160 with metering valve & zinc plated plug & coupling",st160-with-metering-valve-zinc-plated-plug-coupling,,https://fusion.gspen.co.uk/media/catalog/category/ST160_WITH_METERING_VALVE_ANDD_ZP_COUP_AND_PRO.jpg,868
872,"ST160 with metering valve M22M-M22F",st160-with-metering-valve-m22m-m22f,,https://fusion.gspen.co.uk/media/catalog/category/ST160_WITH_METERING_VALVE_AND_M22F-M.jpg,868
873,"ST160 Standard",st160-standard,,https://fusion.gspen.co.uk/media/catalog/category/ST160_2.jpg,868
874,"ST160 with metering valve",st160-with-metering-valve,,https://fusion.gspen.co.uk/media/catalog/category/200-160-600_Tab.jpg,868
875,"ST160 with zinc plated plug & coupling",st160-with-zinc-plated-plug-coupling,,https://fusion.gspen.co.uk/media/catalog/category/ST160_WITH_ZP_PLUG_AND_COUP.jpg,868
876,"ST160 with stainless steel plug & coupling",st160-with-stainless-steel-plug-coupling,,https://fusion.gspen.co.uk/media/catalog/category/ST160_WITH_SS_PLUG_AND_COUP.jpg,868
877,"ST160 M22M-M22F",st160-m22m-m22f,,https://fusion.gspen.co.uk/media/catalog/category/ST160_M22F-M_1.jpg,868
878,"ST74 Foam Lance with Air Injector ",st74-foam-lance-with-air-injector,,https://fusion.gspen.co.uk/media/catalog/category/200-074-500.jpg,56
879,"Model: ST73.1, Max 300 Bar, 80°C",model-st73-1-max-300-bar-80-c,,https://fusion.gspen.co.uk/media/catalog/category/ST73.1.jpg,591
880,"ST72 Foam Lance with Air Injector ",st72-foam-lance-with-air-injector,,https://fusion.gspen.co.uk/media/catalog/category/200-072-500.jpg,56
881,"ST72 600mm",st72-600mm,,https://fusion.gspen.co.uk/media/catalog/category/200-072-500s_2.jpg,880
882,"ST72 1200mm",st72-1200mm,,https://fusion.gspen.co.uk/media/catalog/category/200-072-500s_2_1.jpg,880
883,"Motor Pump Sets",motor-pump-sets,,https://fusion.gspen.co.uk/media/catalog/category/172-040-255.jpg,18
884,"ABS Plastic",abs-plastic,,https://fusion.gspen.co.uk/media/catalog/category/764-434-30_1.jpg,593
885,"Lance clips",lance-clips,,https://fusion.gspen.co.uk/media/catalog/category/clip_2.jpg,10
886,"Motor Pump Units",motor-pump-units,,https://fusion.gspen.co.uk/media/catalog/category/17020862.jpg,17
887,"Pumps With Hydraulic Motor",pumps-with-hydraulic-motor,,https://fusion.gspen.co.uk/media/catalog/category/21603.jpg,17
888,Brass,brass,,https://fusion.gspen.co.uk/media/catalog/category/57720_5.jpg,562
889,Plated,plated,,https://fusion.gspen.co.uk/media/catalog/category/57240_7.jpg,562
890,"Stainless Steel",stainless-steel,,https://fusion.gspen.co.uk/media/catalog/category/57910_5.jpg,562
891,Brass,brass,,https://fusion.gspen.co.uk/media/catalog/category/51820_4.jpg,166
892,"Stainless Steel",stainless-steel,,https://fusion.gspen.co.uk/media/catalog/category/gs024_8_1_1.jpg,166
893,Plated,plated,,https://fusion.gspen.co.uk/media/catalog/category/gs024_8_1_1_2.jpg,166
894,Brass,brass,,https://fusion.gspen.co.uk/media/catalog/category/565-10_1.jpg,563
895,"Stainless Steel",stainless-steel,,https://fusion.gspen.co.uk/media/catalog/category/576-19.jpg,563
896,Plated,plated,,https://fusion.gspen.co.uk/media/catalog/category/582-01.1.jpg,563
900,"Complete Boiler Units",complete-boiler-units,,https://fusion.gspen.co.uk/media/catalog/category/br1000_eco_plus_230v.jpg,11
901,"Mazzoni Boilers & Accessories",mazzoni-boilers-and-accessories,,https://fusion.gspen.co.uk/media/catalog/category/MAZ100.jpg,900
902,"Boiler Spares & Accessories",boiler-spares-accessories,,https://fusion.gspen.co.uk/media/catalog/category/mazoni_cofi_12v_transformer.jpg,11
903,"Distribution Fittings",distribution-fittings,,https://fusion.gspen.co.uk/media/catalog/category/574-514_1.jpg,45
904,Brass,brass,,https://fusion.gspen.co.uk/media/catalog/category/001-005-480.jpg,564
905,Plated,plated,,https://fusion.gspen.co.uk/media/catalog/category/573-30_1.jpg,564
906,"Stainless Steel",stainless-steel,,https://fusion.gspen.co.uk/media/catalog/category/IMG_01491.JPG,564
909,Male-Male,male-male,,https://fusion.gspen.co.uk/media/catalog/category/565-301.jpg,46
910,Male-Female,male-female,,https://fusion.gspen.co.uk/media/catalog/category/565-10.jpg,46
911,"Hose adaptors",hose-adaptors,,https://fusion.gspen.co.uk/media/catalog/category/Hose_adaptors.jpg,5
912,"250 Bar ""ST45"" Range",250-bar-st45-range,,https://fusion.gspen.co.uk/media/catalog/category/st45_250_bar_range.jpg,47
913,Couplings,couplings,,https://fusion.gspen.co.uk/media/catalog/category/coupling_1.jpg,912
914,"Probes & Plugs",probes-plugs,,https://fusion.gspen.co.uk/media/catalog/category/040-005-482.jpg,912
915,Spares,spares,,https://fusion.gspen.co.uk/media/catalog/category/st45_spares.jpg,912
916,"250 Bar ""ST3100"" Range (Gun Outlets)",250-bar-st3100-range-gun-outlets,,https://fusion.gspen.co.uk/media/catalog/category/203-100-456_1_1_1.jpg,47
917,Couplings,couplings,,https://fusion.gspen.co.uk/media/catalog/category/203-100-456_1_1.jpg,916
918,"Probes & Plugs",probes-plugs,,https://fusion.gspen.co.uk/media/catalog/category/040-005-664.jpg,916
919,"Spares & Accessories",spares-and-accessories,,https://fusion.gspen.co.uk/media/catalog/category/050_001_000.jpg,916
920,"600 Bar ""ST45"" Range",600-bar-st45-range,,https://fusion.gspen.co.uk/media/catalog/category/200-045-605.jpg,47
921,"150 Bar ""SP20"" Range",150-bar-sp20-range,,https://fusion.gspen.co.uk/media/catalog/category/55020_3.jpg,47
922,"250 Bar ""25KF"" Range",250-bar-25kf-range,,https://fusion.gspen.co.uk/media/catalog/category/552-011.jpg,47
923,"200 Bar ""CEJN"" Range",200-bar-cejn-range,,https://fusion.gspen.co.uk/media/catalog/category/552-30_1.jpg,47
924," 35 Bar ""25KB"" Range",35-bar-25kb-range,,https://fusion.gspen.co.uk/media/catalog/category/552-30.jpg,47
925,"ST172 Twin Foam Lance With Air Injector",st172-twin-foam-lance,,https://fusion.gspen.co.uk/media/catalog/category/200-172-520.jpg,56
926,"Foam Guns",foam-guns,,https://fusion.gspen.co.uk/media/catalog/category/203-100-805.jpg,8
927,"Stainless Steel",stainless-steel,,https://fusion.gspen.co.uk/media/catalog/category/739-50_2.jpg,594
928,"Powder Coated",powder-coated,,https://fusion.gspen.co.uk/media/catalog/category/760-20_1.jpg,594
929,Plastic,plastic,,https://fusion.gspen.co.uk/media/catalog/category/738-072-000_1.jpg,594
930,"Gear boxes",gear-boxes,,https://fusion.gspen.co.uk/media/catalog/category/download.jpg,99
931,"Yellow, With Wrapped Cover",yellow-with-wrapped-cover,,https://fusion.gspen.co.uk/media/catalog/category/359-100-41000_6_22.jpg,336
932,"Red, With Wrapped Cover",red-with-wrapped-cover,,https://fusion.gspen.co.uk/media/catalog/category/344-100-710_6.jpg,336
933,"Green, With Wrapped Cover",green-with-wrapped-cover,,https://fusion.gspen.co.uk/media/catalog/category/354-201-558-10_1_1_1.jpg,336
934,"miscellaneous Spares & Accessories",miscellaneous-spares-accessories,,https://fusion.gspen.co.uk/media/catalog/category/11020.jpg,50
935,"Economy Gun & Lance Assemblies",economy-gun-lance-assemblies,,https://fusion.gspen.co.uk/media/catalog/category/201100855_shopped_1.jpg,10
936,"Float Valves & Accessories",float-valves-accessories,,https://fusion.gspen.co.uk/media/catalog/category/200-008-520_6.jpg,161
937,"Float Tanks",float-tanks,,https://fusion.gspen.co.uk/media/catalog/category/020-000-780.jpg,161
939,"Economy Range",economy-range,,https://fusion.gspen.co.uk/media/catalog/category/201-500-500_2.jpg,2901
940,"250 Bar ""Midi"" Range",250-bar-midi-range,,https://fusion.gspen.co.uk/media/catalog/category/tpqnc38ss.1.jpg,47
941,"220 Bar ""Mini"" Range",220-bar-mini-range,,https://fusion.gspen.co.uk/media/catalog/category/tpqnc.1.jpg,47
942,"Telescopic Spares",telescopic-spares,,https://fusion.gspen.co.uk/media/catalog/category/200-601-600_5.jpg,164
943,"2.3 - 3.8 Metre",2-3-to-3-8-meter,,https://fusion.gspen.co.uk/media/catalog/category/525-070-6.jpg,164
944,"2.3 - 5.6 Metre",2-3-to-5-6-meter,,https://fusion.gspen.co.uk/media/catalog/category/525-070-1_2.jpg,164
945,"2.9 - 7.4 Metre",2-9-to-7-4-meter,,https://fusion.gspen.co.uk/media/catalog/category/525-070-1_3.jpg,164
949,"Injector Nozzles & Nozzle inserts",injector-nozzles-and-nozzle-inserts,,https://fusion.gspen.co.uk/media/catalog/category/IMG_0385_2.JPG,57
952,"Bell HousingS",bell-housings,,https://fusion.gspen.co.uk/media/catalog/category/cat_pumps_bell_housing_2.jpg,49
953,"Drive Couplings",drive-couplings,,https://fusion.gspen.co.uk/media/catalog/category/untitled_3_6_2.jpg,49
954,"tank cleaning nozzles",tank-cleaning-nozzles,,https://fusion.gspen.co.uk/media/catalog/category/GS527209_LOGO.jpg,1414
955,"Ball Valves",ball-valves,,https://fusion.gspen.co.uk/media/catalog/category/gs7500_1_2.jpg,8
956,Retainers,retainers,,https://fusion.gspen.co.uk/media/catalog/category/Untitled_7.jpg,49
957,O'Rings,o-rings,,https://fusion.gspen.co.uk/media/catalog/category/o_ring.jpg,49
958,"Filler Caps",filler-caps,,https://fusion.gspen.co.uk/media/catalog/category/Untitled_9_2.jpg,49
959,"Cat Pumps",cat-pumps,,https://fusion.gspen.co.uk/media/catalog/category/Untitled_6_3.jpg,48
960,"Unloader Valves",unloader-valves,,https://fusion.gspen.co.uk/media/catalog/category/Untitled_6_2.jpg,49
961,"miscellaneous Spares & Accessories",miscellaneous-spares-accessories,,https://fusion.gspen.co.uk/media/catalog/category/15610.jpg,49
962,"Female Shafted",female-shafted,,https://fusion.gspen.co.uk/media/catalog/category/Untitled_1.jpg,127
963,"Male Shafted",male-shafted,,https://fusion.gspen.co.uk/media/catalog/category/Untitled_solid_shaft.jpg,127
964,"Spares & Accessories",spares-and-accessories,,https://fusion.gspen.co.uk/media/catalog/category/cap65mf.jpg,127
965,"Solenoid Valves",solenoid-valves,,https://fusion.gspen.co.uk/media/catalog/category/solenoid.jpg,4
966,"Fuel Filters",fuel-filters,,https://fusion.gspen.co.uk/media/catalog/category/filters_1.jpg,11
967,"Fuel Hose",fuel-hose,,https://fusion.gspen.co.uk/media/catalog/category/image.jpg,11
968,Unloader,unloader,,https://fusion.gspen.co.uk/media/catalog/category/532-139-2.jpg,17
969,"95° Nozzles",95-nozzles,,https://fusion.gspen.co.uk/media/catalog/category/65_nozzles_3_2.jpg,144
971,"Contacts & Switches",contacts-switches,,https://fusion.gspen.co.uk/media/catalog/category/901-610.jpg,4
972,"Hour Meter Timers",hour-meter-timers,,https://fusion.gspen.co.uk/media/catalog/category/915-102-4.jpg,4
975,"easyclean365+ gun",easyclean365-gun,,https://fusion.gspen.co.uk/media/catalog/category/106-996-700---grey.jpg,147
976,"Replacement Brushes & Blades for Floor tools",replacement-brushes-and-blades-for-floor-tools,,https://fusion.gspen.co.uk/media/catalog/category/263-612-4_2_1.jpg,12
977,"ST76 Foam Blaster",st76-foam-blaster,,https://fusion.gspen.co.uk/media/catalog/category/foam_blaster.jpg,56
978,"Dust Suppression Nozzle",dust-suppression-nozzle,,https://fusion.gspen.co.uk/media/catalog/category/dust_suppression_nozzles.jpg,7
979,"Foam Nozzles",foam-nozzles,,https://fusion.gspen.co.uk/media/catalog/category/12_m_foam_nozzles.jpg,54
980,"Foam Nozzles",foam-nozzles,,https://fusion.gspen.co.uk/media/catalog/category/12_m_foam_nozzles_1_1.jpg,8
981,"XT (Series 132)",xt-series-132,,https://fusion.gspen.co.uk/media/catalog/category/1707014.jpg,750
982,"XM (Series 178)",xm-series-178,,https://fusion.gspen.co.uk/media/catalog/category/1707906.jpg,750
983,"XW, XWF, XWT, XWL (Series 194)",xw-xwf-xwt-xwl-series-194,,https://fusion.gspen.co.uk/media/catalog/category/17020060.jpg,750
984,"RK (Series 228)",rk-series-228,,https://fusion.gspen.co.uk/media/catalog/category/17020638.jpg,750
985,"Series 298",series-298,,,750
986,"Series 320 Male shafted",series-320,,,750
987,"Series 320 24mm hollow shafted",series-320-24mm-hollow-shafted,,,750
988,"Series 320 28mm hollow shafted",series-320-28mm-hollow-shafted,,,750
989,"Series 322 male shafted",series-322-male-shafted,,,750
990,"Series 322 28mm hollow shafted",series-322-28mm-hollow-shafted,,,750
991,"Teha Boilers & Accessories",teha-boilers-and-accessories,,https://fusion.gspen.co.uk/media/catalog/category/BR1000_Eco_Plus_230V.jpg,900
992,"ST175 Twin Foam Lance",st175-twin-foam-lance,,https://fusion.gspen.co.uk/media/catalog/category/200-175-414_1.jpg,56
993,"Hose Guides",hose-guides,,https://fusion.gspen.co.uk/media/catalog/category/hose_guides.jpg,68
994,"Tank, Manhole & Duct cleaners",rotating-duct-cleaners,,https://fusion.gspen.co.uk/media/catalog/category/108-814-02_1.jpg,7
995,"Rotating Duct & Manhole Cleaners",rotating-duct-manhole-cleaners,,https://fusion.gspen.co.uk/media/catalog/category/108-815-02.jpg,2928
996,"ST 2320 Series, 150 Bar, 80 L/min, 150°C",st-2320-series-150-bar-80-l-min-150-c,,https://fusion.gspen.co.uk/media/catalog/category/202-320-500_2.jpg,59
997,"Oil Seal",oil-seal,,https://fusion.gspen.co.uk/media/catalog/category/157-477-0_3.jpg,16
1001,"High Pressure Gauges",high-pressure-gauges,,https://fusion.gspen.co.uk/media/catalog/category/548-35.jpg,95
1002,"ST164 Twin chemical injector",st164-twin-chemical-injector,,https://fusion.gspen.co.uk/media/catalog/category/200-164-600.jpg,57
1007,"Rotomax Nozzles",rotomax,,https://fusion.gspen.co.uk/media/catalog/category/996-050-01.jpg,24
1009,"ULTRA HIGH PRESSURE 500+ Bar Equipment ",ultra-high-pressure-500-bar-equipment,,https://fusion.gspen.co.uk/media/catalog/category/203-600-545.jpg,6
1010,"UHP Protective clothing",uhp-protective-clothing,,https://fusion.gspen.co.uk/media/catalog/category/oweralls.jpg,1009
1011,"UHP Guns",uhp-guns,,https://fusion.gspen.co.uk/media/catalog/category/202-750-500.jpg,1009
1012,"UHP Couplings & Adaptors",uhp-couplings-adaptors,,https://fusion.gspen.co.uk/media/catalog/category/200-740-501.jpg,1009
1013,"UHP Lances",uhp-lances,,https://fusion.gspen.co.uk/media/catalog/category/200-000-231.jpg,1009
1014,"UHP Rotating & Sewer Nozzles",uhp-rotating-sewer-nozzles,,https://fusion.gspen.co.uk/media/catalog/category/uhp_rotating_nozzles.jpg,1009
1015,"500 Bar Nozzles",500-bar-nozzles,,https://fusion.gspen.co.uk/media/catalog/category/655-500-520_2.jpg,1014
1016,"600 Bar Nozzles",600-bar-nozzles,,https://fusion.gspen.co.uk/media/catalog/category/200-559-520_1.jpg,1014
1017,"700 Bar Nozzles",700-bar-nozzles,,https://fusion.gspen.co.uk/media/catalog/category/655-700-520_1.jpg,1014
1018,"1000 Bar Nozzles",1000-bar-nozzles,,https://fusion.gspen.co.uk/media/catalog/category/655-100-520.jpg,1014
1019,"UHP Unloaders & Relief Valves",uhp-unloaders-relief-valves,,https://fusion.gspen.co.uk/media/catalog/category/010-000-02.jpg,1009
1020,"Relief Valves",relief-valves,,https://fusion.gspen.co.uk/media/catalog/category/uhp_relief_valves.jpg,1019
1021,"Unloader Valves",unloader-valves,,https://fusion.gspen.co.uk/media/catalog/category/010-000-02_1.jpg,1019
1023,"UHP Flow Switches",uhp-flow-switches,,https://fusion.gspen.co.uk/media/catalog/category/2edcd0009f38394df377008f9ca328f4.jpg,1009
1024,"UHP Hoses",uhp-hoses,,https://fusion.gspen.co.uk/media/catalog/category/uhp_hoses.jpg,1009
1029,"ST559 TURBO NOZZLES 300 TO 600 Bar",st559-300-600-bar,,https://fusion.gspen.co.uk/media/catalog/category/ST559.jpg,24
1032,"UHP Hose reels",hose-reels,,https://fusion.gspen.co.uk/media/catalog/category/740-011.jpg,1009
1033,"Tank, manhole & duct cleaners",tank-manhole-and-duct-cleaners,,https://fusion.gspen.co.uk/media/catalog/category/Tank_Manhole_duct_cleaner.jpg,23
1034,"UHP  Ball Valves",uhp-ball-valves,,https://fusion.gspen.co.uk/media/catalog/category/706-25.jpg,1009
1035,"UHP Foot Valves",uhp-foot-valves,,https://fusion.gspen.co.uk/media/catalog/category/200-550-600.jpg,1009
1037,"Goodyear Fortress 1000 Antimicrobial Hose",goodyear-fortress-1000-antimicrobial-hose,,https://fusion.gspen.co.uk/media/catalog/category/G_ATAL_05_hr_Copy_5.jpg,671
1038,"ST510 Chemical Spray Guns",st510-chemical-spray-guns,,https://fusion.gspen.co.uk/media/catalog/category/200-510-500_2.jpg,88
1040,Brass,brass,,https://fusion.gspen.co.uk/media/catalog/category/728-330-5.jpg,84
1044,Plastic,plastic,,https://fusion.gspen.co.uk/media/catalog/category/727-03_1.jpg,84
1047,"Spares & Spray Guns",spares-spray-guns,,https://fusion.gspen.co.uk/media/catalog/category/727-81.jpg,84
1060,"Low Pressure Guns & Nozzles",low-pressure-guns-nozzles,,https://fusion.gspen.co.uk/media/catalog/category/201_200_535.jpg,88
1065,"Descaling Pumps & Softening Agents",descaling-pumps-softening-agents,,https://fusion.gspen.co.uk/media/catalog/category/950-10.jpg,81
1101,Filters,filters,,https://fusion.gspen.co.uk/media/catalog/category/filter.jpg,651
1104,Housings,housings,,https://fusion.gspen.co.uk/media/catalog/category/img_0053_1__2_5.jpg,651
1109,Spares,spares,,https://fusion.gspen.co.uk/media/catalog/category/spares_4.jpg,651
1114,Housings,housings,,https://fusion.gspen.co.uk/media/catalog/category/734-290-03.jpg,652
1116,Filters,filters,,https://fusion.gspen.co.uk/media/catalog/category/9.34_filter.jpg,652
1119,Spares,spares,,https://fusion.gspen.co.uk/media/catalog/category/spares_5.jpg,652
1124,Housings,housings,,https://fusion.gspen.co.uk/media/catalog/category/20_housing_and_filters_1.jpg,653
1126,Filters,filters,,https://fusion.gspen.co.uk/media/catalog/category/20_filter.jpg,653
1131,Spares,spares,,https://fusion.gspen.co.uk/media/catalog/category/spares_6.jpg,653
1135,"ST357 Turbo Nozzles",st357-turbo-nozzles,,https://fusion.gspen.co.uk/media/catalog/category/200-357-530_2.jpg,239
1136,"ST357 With M18 Female Inlet ",st357-m18-f-inlet,,https://fusion.gspen.co.uk/media/catalog/category/200-357-330.jpg,239
1140,"ST357 With 1/8"" Male Inlet (Alto)",st357-1-8-m-inlet-alto,,https://fusion.gspen.co.uk/media/catalog/category/200-357-430.jpg,239
1149,"Complete Pipe Clamp sets WITH WELD PLATE",complete-pipe-clamp-sets-with-weld-plate,,https://fusion.gspen.co.uk/media/catalog/category/weld_plate.jpg,677
1151,"Black Rubber Hose",black-rubber-hose,,https://fusion.gspen.co.uk/media/catalog/category/305-10_2.jpg,671
1160,"FITT ""NTS"" YELLOW PLASTIC HOSE",fitt-nts-yellow-plastic-hose,,https://fusion.gspen.co.uk/media/catalog/category/71_zGTMQgiL._SL1100_.jpg,671
1164,"Clear PVC Hose",clear-pvc-hose,,https://fusion.gspen.co.uk/media/catalog/category/Untitled_2_11.jpg,671
1165,"Yellow Braided Hose",yellow-braided-hose,,https://fusion.gspen.co.uk/media/catalog/category/080-000-320.jpg,671
1170,"Blue Braided Hose",blue-braided-hose,,https://fusion.gspen.co.uk/media/catalog/category/080-000-320_2.jpg,671
1171,"PVC Spiral Hose",pvc-spiral-hose,,https://fusion.gspen.co.uk/media/catalog/category/307-519.jpg,671
1175,"Clear Braided Hose",clear-braided-hose,,https://fusion.gspen.co.uk/media/catalog/category/306-10.jpg,671
1176,"Hozelock Thermoclean Food Grade Hose",hozelock-thermoclean-food-grade-hose,,https://fusion.gspen.co.uk/media/catalog/category/G_ATAL_05_hr_3_-_Copy.jpg,671
1179,"Hozelock Tress-Nobel Agricultural Hose",hozelock-tress-nobel-agricultural-hose,,https://fusion.gspen.co.uk/media/catalog/category/tress_cat.jpg,671
1181,"Fuel and Oil Hoses",fuel-and-oil-hoses,,https://fusion.gspen.co.uk/media/catalog/category/305-10_1.jpg,671
1194,"Easywash365+ Foam Lances",easywash-365-foam-lances,,https://fusion.gspen.co.uk/media/catalog/category/easywash_foam_lance.jpg,147
1195,"Easywash365+ Foam Sets",easywash-365-foam-sets,,https://fusion.gspen.co.uk/media/catalog/category/easwash_365_foam_sets_1.jpg,147
1196,"ST 3500 Series, 350 Bar, 100 L/min, 150°C",st3500-series-350-bar-100lpm-150-c,,https://fusion.gspen.co.uk/media/catalog/category/203-500-500_1.jpg,59
1199,"Nozzles With Ceramic Insert",nozzles-with-ceramic-insert,,https://fusion.gspen.co.uk/media/catalog/category/ceramic_2.jpg,7
1216,"ST357 REPLACEMENT COVERS",st357-replacement-coloured-covers,,https://fusion.gspen.co.uk/media/catalog/category/020-070-412.jpg,239
1223,"ST458 TURBO NOZZLE REPLACEMENT COVERS",st458-replacement-coloured-cover,,https://fusion.gspen.co.uk/media/catalog/category/020-001-032.jpg,243
1232,"ST458 TURBO NOZZLES",st458-with-1-4-f-inlet,,https://fusion.gspen.co.uk/media/catalog/category/200-458-630_1.jpg,243
1235,"ST458 + STAINLESS STEEL LANCE WITH M22 FEMALE INLET & INSULATION",st458-with-stainless-steel-extension-lance-for-karcher,,https://fusion.gspen.co.uk/media/catalog/category/653-835-012.jpg,2966
1239,"ST458 + ZINC PLATED STEEL LANCE with M22 FEMALE INLET & INSULATION",st458-with-zinc-plated-steel-extension-lance-for-karcher,,https://fusion.gspen.co.uk/media/catalog/category/653-835-01211.jpg,2943
1240,"ST458 + ZINC PLATED STEEL LANCE WITH M22 MALE INLET & INSULATION",st458-with-zinc-plated-steel-extension-lance-with-m22-male-fitting,,https://fusion.gspen.co.uk/media/catalog/category/653-835-01512.jpg,2943
1242,"ST458 + STAINLESS STEEL LANCE WITH M22 MALE INLET",st458-with-stainless-steel-extension-lance-with-m22-male-fitting,,https://fusion.gspen.co.uk/media/catalog/category/653-835-0161.jpg,2966
1247,"Spares and Accessories",spares-and-accessories,,https://fusion.gspen.co.uk/media/catalog/category/108-827-05_1.jpg,55
1252,"Mosmatic Rotor Arms",mosmatic-rotor-arms,,https://fusion.gspen.co.uk/media/catalog/category/108-827-05.jpg,163
1254,"Air Injector Nozzles for ST75, ST76 & ST175",air-injector-nozzles-for-st75-st76-st175,,https://fusion.gspen.co.uk/media/catalog/category/200-075-405.jpg,8
1257,"ST160.2 Foam Injectors (Low to Medium Pressure)",st160-2-foam-injectors-low-to-medium-pressure,,https://fusion.gspen.co.uk/media/catalog/category/200-160-650_tab.jpg,57
1260,"Foam Spares & Accessories",foam-spares-and-accessories,,https://fusion.gspen.co.uk/media/catalog/category/200_073_513.jpg,8
1264,"ST73.1, 1/4"" Female inlet",st73-1-1-4-female-inlet,,https://fusion.gspen.co.uk/media/catalog/category/200-073-755_2.jpg,879
1268,"ST73.1, M22 Male inlet",st73-1-m22-male-inlet,,https://fusion.gspen.co.uk/media/catalog/category/200-073-512.jpg,879
1272,"ST73.1, Karcher PVC Bayonet Inlet",st73-1-karcher-pvc-bayonet-inlet,,https://fusion.gspen.co.uk/media/catalog/category/200-073-536.jpg,879
1273,"ST73.1, Karcher Brass Bayonet Inlet",st73-1-karcher-brass-bayonet-inlet,,https://fusion.gspen.co.uk/media/catalog/category/200-073-524.jpg,879
